Process,Metric,Timestamp,TimestampRaw,Value
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],99,1646211200339568,0.0179176427101309
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],301093,1646211200640562,0.0177121332409925
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],552068,1646211200891537,0.0166264995746081
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],803037,1646211201142506,0.0166709338620331
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],1053961,1646211201393430,0.0166369376012027
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],1305018,1646211201644487,0.0166618668290073
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],1607227,1646211201946696,0.0169053122846684
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],1859307,1646211202198776,0.0164422002506999
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],2110176,1646211202449645,0.0166557500122785
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],2361722,1646211202701191,0.0166661252091737
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],2612532,1646211202952001,0.0165863125843927
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],2913728,1646211203253197,0.0166301248077722
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],3164560,1646211203504029,0.0167131998983988
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],3415617,1646211203755086,0.0166714003546387
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],3666763,1646211204006232,0.0166942001499233
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],3917902,1646211204257371,0.0166301870528097
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],4169700,1646211204509169,0.0166518745428014
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],4420691,1646211204760160,0.0181959290023926
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],4722019,1646211205061488,0.0174728000631341
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],4973320,1646211205312789,0.0166186870207715
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],5224339,1646211205563808,0.0166360623382722
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],5475446,1646211205814915,0.0166333748325917
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],5776657,1646211206116126,0.0167519995501172
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],6027710,1646211206367179,0.0165478746367701
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],6278703,1646211206618172,0.0166916001093909
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],6530196,1646211206869665,0.0166773334486957
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],6781432,1646211207120901,0.0166795002818051
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],7032721,1646211207372190,0.016638937642829
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],7334066,1646211207673535,0.0166258753122774
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],7585322,1646211207924791,0.0166300003190952
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],7836209,1646211208175678,0.0166206247177393
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],8087247,1646211208426716,0.0168409334696914
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],8388448,1646211208727917,0.0164857500493043
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],8590715,1646211208930184,0.0166753337130931
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],8841825,1646211209181294,0.0166660001809366
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],9142946,1646211209482415,0.0165883750006486
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],9394236,1646211209733705,0.0167168662405825
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],9645223,1646211209984692,0.0166406878096792
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],9896098,1646211210235567,0.0167711880325126
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],10197153,1646211210536622,0.0165438121917844
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],10448322,1646211210787791,0.0166422502792712
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],10699429,1646211211038898,0.0166770003029475
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],11000620,1646211211340089,0.0166297502923833
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],11252497,1646211211591966,0.0166464996940822
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],11503452,1646211211842921,0.0166747333555923
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],11754725,1646211212094194,0.0166430004534314
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],12005547,1646211212345016,0.0166206879454806
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],12256417,1646211212595886,0.0166916001093909
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],12507599,1646211212847068,0.0166744003137136
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],12808777,1646211213148246,0.0166656251074803
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],13059628,1646211213399097,0.0165579369885808
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],13310384,1646211213649853,0.0166962001597624
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],13561363,1646211213900832,0.0168631874977847
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],13812688,1646211214152157,0.0164765995190847
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],14063733,1646211214403202,0.0166876665104702
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],14315367,1646211214654836,0.0168694001190248
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],14616359,1646211214955828,0.0163596251809569
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],14867314,1646211215206783,0.0167153995106991
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],15118351,1646211215457820,0.0166800670195808
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],15369480,1646211215708949,0.016624312753001
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],15620531,1646211215960000,0.0166238752468669
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],15871598,1646211216211067,0.0166866000193127
coloring.color.number.happy.paint.art.drawing.puzzle,Avg Frame Time[12970367439711344432],16122432,1646211216461901,0.0166651335113404
